experiment_name,run_mode,num_nodes,network_type,network_label,resource_consumption_mode,resource_consumption_fixed_mode,consumption_label,strategy_update_rule,r,final_actual_cooperation_mean,final_mean_resource_mean,final_mean_pool_grown_mean,final_mean_consumption_mean,final_mean_payoff_mean,final_gini_mean,return_mean,return_std
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r1p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.588,370.9893170342541,207.77142857142854,20.78398760698061,20.781552501622468,0.6119849262325927,30736.310528548893,6140.6536353359625
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r2p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.592,374.6523290051813,209.81238095238095,20.982216450311146,20.982216449269494,0.5970752042744938,30308.652522358716,6342.360839415827
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r0p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.196,20.63316580502784,11.995041192765312,1.384458290251392,1.3844582902513924,0.8472164492715237,1454.1251350106754,521.6148002217261
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r0p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.588,233.4136861501072,131.16992738255894,13.297084307505362,13.297084307505358,0.5836856986746044,15537.169441915928,1263.847845530657
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r1p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.604,261.33012251458496,146.7147522652786,14.813707805478487,14.813674210493707,0.5808954471944228,18231.760615955653,3526.554263126064
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r1p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.608,267.6475669354627,150.2685617890881,15.180778349597176,15.180778293116367,0.6002109972302939,18728.712758721394,3307.7948423019543
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r2p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.612,268.20644804822956,150.57114581325106,15.203922470553163,15.203921107719442,0.5973940620230719,18569.893781200022,3081.6130828309992
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r0p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.17600000000000002,17.925605821302163,10.299483201716189,1.1346802910651081,1.1346802910651088,0.8631434221168096,1131.2612956852843,158.60880435159788
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r0p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.66,368.8822041823176,206.33813229981533,20.49774309291032,20.497085417021523,0.5668249818322454,24650.803632424984,1813.1510246354303
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r1p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.62,337.4394078242838,183.41873015873017,19.11195334816277,13.27221243442914,0.5765261017583617,26368.932248901197,3834.543468016518
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r1p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.62,324.1506173337787,181.47111111111113,18.10594513585195,18.08965975259161,0.5669618068567563,25846.353532825047,3401.728984383919
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r2p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.636,346.71488600289,194.00158730158734,19.30214430014475,19.302144300139833,0.5580793246988518,26389.534945519106,3573.548707782258
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r0p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.661887953696073,1.470690318046957
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r0p75,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.624,408.8424875261671,228.7962457051773,22.813228269756884,22.81515040078628,0.5624733657174096,31474.060395014872,6290.741236678651
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r1p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.7,505.8727277887201,282.64,27.953636420968895,27.95363579031103,0.5042094284196285,36698.012953860256,7615.13644434485
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r1p75,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.7,499.1818445729053,278.96,27.61909384143392,27.61906158566084,0.4952435496923847,36090.73572841828,7209.579228125893
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r2p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.6880000000000001,490.44654545454705,274.08000000000004,27.136727272727445,27.136727272725544,0.5210454013465412,35178.01132972722,7384.694467589312
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r0p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,12.382327118703694,1.637647730452087
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r0p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.5479999999999999,329.95831968646104,184.68394103675595,18.616961940787988,18.044042811489287,0.6391494994688338,29045.39089784916,7611.382322264154
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r1p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.588,359.17243310918235,201.2552380952381,20.19702166821603,20.19702141307781,0.6079924544004394,31763.164364761025,6356.034102017362
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r1p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.5640000000000001,339.92098510655444,190.5457142857143,19.163252313426682,19.163191151447485,0.6314510486792203,30654.49163602178,6232.624799920256
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r2p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.604,385.40310759775986,215.79523809523806,21.591318833613524,21.552049759102864,0.5938137049646752,30468.944784546584,6361.697831780801
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r0p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.008,3.9541093376895846,2.2852027015716914,0.22810306880885003,0.2281510303214354,0.39199999999992075,227.4503731983466,265.9146080151291
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r0p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.608,333.5899576645253,179.93045666121319,18.988988767739876,20.52717107746765,0.5688998156704225,21763.171063401776,3431.890342992159
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r1p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.62,332.0029852062392,182.88618019407494,19.055612343123048,18.282350686901378,0.5663459527015069,22332.52896740021,2909.271429850282
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r1p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.612,332.46964535761435,179.58786903155328,19.053617871893188,18.482905791643866,0.5765958698968335,22406.029442383806,2983.8901553938954
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r2p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.6,314.5685396130523,172.0391877128719,18.170824921614447,16.138866102377797,0.5874610444169316,22288.68040880146,3149.79853630098
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r0p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,10.924642561089945,0.8380721464478166
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r0p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.628,383.5625520753585,208.47930047936143,21.608756474442465,21.94017906095164,0.5538981975568651,26803.92340853105,1654.1441874752456
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r1p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.6839999999999999,447.98568779182233,240.59873015873018,24.951974440278402,27.098173426532743,0.5113389605342115,30296.703372173382,1244.0921587419462
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r1p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.6639999999999999,422.58042016499314,226.4220634920635,23.590544727877305,26.34407033532431,0.5195176494381114,29477.95034317807,2063.3344266668146
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r2p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.6839999999999999,443.0714996417776,238.5514285714286,24.66752473726988,27.588529633649962,0.5184901361583416,30009.227207873115,1371.9338145601819
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r0p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.462551705481113,0.8824638893807073
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r0p75,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.648,455.96124708971576,242.88000000000002,25.214614517039028,27.955571265974253,0.5094038672598504,29784.892041461746,2348.549828581926
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r1p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.696,504.62778605053734,272.48,27.803062440876953,30.78559967387533,0.4680861673778688,34668.02990124138,4137.885638720016
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r1p75,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.692,505.30533938824954,267.76,28.004668024079024,27.936646930748157,0.48073015449990447,34512.263001917876,4194.582236409869
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r2p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.692,497.5139116477002,267.76,27.50143978955443,29.09855564616617,0.46953489663026743,33794.54983935633,4156.518386127648
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r0p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.448744807168973,0.8565660894923758
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r0p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.54,321.3456212355563,174.92622615885256,17.949758145376492,22.55621647340299,0.5860763603574597,26774.113185986287,3655.557648956215
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r1p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.6439999999999999,427.75227948573627,236.95809523809527,23.74219908396457,26.205440136552387,0.5380753917574862,31558.235535500786,1995.4699771059352
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r1p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.6160000000000001,406.3266521753996,223.03428571428572,22.62335804568436,24.236761948507915,0.564593962538898,29941.157227487864,3481.8672541746764
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r2p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.584,364.2984096944654,202.07809523809527,20.348955526148128,22.66025469765098,0.5817318847380927,28997.091462037573,3287.3144202333515
n50_ba_m2__proportional__piecewise_linear_degree_scaled__q_learning__r0p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.14,14.112497522732738,7.831609317497714,0.9695111859511805,1.0197849896603093,0.8760592894688092,997.5961529509128,144.5412720416288
n50_ba_m2__proportional__piecewise_linear_degree_scaled__q_learning__r0p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.608,253.04007683907153,137.89320287899235,14.279789792096105,15.692070789245552,0.5486279600282701,16306.718513612132,1999.381900071689
n50_ba_m2__proportional__piecewise_linear_degree_scaled__q_learning__r1p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.6359999999999999,307.5128869346811,167.49890945311998,17.21152062161675,19.549995123962894,0.5542684776571682,20223.053514690517,3234.147469179807
n50_ba_m2__proportional__piecewise_linear_degree_scaled__q_learning__r1p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.648,323.3677170208174,176.35902448428763,18.07061428189772,20.47404566476078,0.5472449177333945,20869.33887713166,3271.3893205760437
n50_ba_m2__proportional__piecewise_linear_degree_scaled__q_learning__r2p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.64,322.5146472062535,177.41160079686395,17.878851842566444,23.616462197491117,0.5595105307984886,21628.28230605091,4068.720903887527
n50_er_k4__proportional__piecewise_linear_degree_scaled__q_learning__r0p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.13999999999999999,13.77792973402839,7.91424345489757,0.8436936347109654,0.8677506745200475,0.894766283119174,852.37868297826,216.14128673843578
n50_er_k4__proportional__piecewise_linear_degree_scaled__q_learning__r0p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.656,355.60089349006057,195.18738985404465,19.850308200755105,18.973037675713535,0.5147849766801249,23579.10256955415,1728.887697163961
n50_er_k4__proportional__piecewise_linear_degree_scaled__q_learning__r1p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.672,390.1251042923489,212.5673015873016,21.915919927046776,17.210198111099363,0.5026503046685995,27469.58311203523,3788.960290914534
n50_er_k4__proportional__piecewise_linear_degree_scaled__q_learning__r1p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.6599999999999999,356.01036151887666,198.24063492063493,19.97096802468762,17.64996904981191,0.5280825055765445,26122.279519738586,3741.865084042242
n50_er_k4__proportional__piecewise_linear_degree_scaled__q_learning__r2p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.692,389.82159148425876,217.4873015873016,21.72622705823047,20.143277377879784,0.5188668013537285,26225.985058800616,4028.1241833558083
n50_regular_d4__proportional__piecewise_linear_degree_scaled__q_learning__r0p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.462551705481113,0.8824638893807073
n50_regular_d4__proportional__piecewise_linear_degree_scaled__q_learning__r0p75,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.648,455.96124708971576,242.88000000000002,25.214614517039028,27.955571265974253,0.5094038672598504,29784.892041461746,2348.549828581926
n50_regular_d4__proportional__piecewise_linear_degree_scaled__q_learning__r1p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.696,504.62778605053734,272.48,27.803062440876953,30.78559967387533,0.4680861673778688,34668.02990124138,4137.885638720016
n50_regular_d4__proportional__piecewise_linear_degree_scaled__q_learning__r1p75,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.692,505.30533938824954,267.76,28.004668024079024,27.936646930748157,0.48073015449990447,34512.263001917876,4194.582236409869
n50_regular_d4__proportional__piecewise_linear_degree_scaled__q_learning__r2p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.692,497.5139116477002,267.76,27.50143978955443,29.09855564616617,0.46953489663026743,33794.54983935633,4156.518386127648
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__q_learning__r0p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.923343306374864,0.9568427785230967
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__q_learning__r0p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.5720000000000001,339.30671822807045,182.38666666666668,18.98698632720997,22.361978011081014,0.5890015642818218,26603.00169950021,2245.8689717601233
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__q_learning__r1p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.6240000000000001,398.21659769687477,218.9704761904762,22.14536772304698,25.470610958982057,0.5507996446062323,31355.035519228415,1282.6099876420471
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__q_learning__r1p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.6200000000000001,400.37050574151743,221.29809523809527,22.225436111975025,25.799219613991966,0.5676525560162338,30306.602207457083,3181.5136229492605
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__q_learning__r2p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.6040000000000001,387.5258195771783,210.64666666666668,21.561561908204446,24.976143321293872,0.561593331438941,29977.155801548077,3240.4804759303097
n50_ba_m2__uniform__piecewise_linear_constant__fermi__r0p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.2426747366424027,0.6049477629804378
n50_ba_m2__uniform__piecewise_linear_constant__fermi__r0p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.0,0.0,0.0,0.0,0.0,0.0,9.469928899486266,4.457531241236026
n50_ba_m2__uniform__piecewise_linear_constant__fermi__r1p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.0,0.0,0.0,0.0,0.0,0.0,37.42391908772341,41.442809508635335
n50_ba_m2__uniform__piecewise_linear_constant__fermi__r1p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.0,0.0,0.0,0.0,0.0,0.0,131.59967454574775,187.55997947333043
n50_ba_m2__uniform__piecewise_linear_constant__fermi__r2p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.0,0.0,0.0,0.0,0.0,0.0,267.14298867210863,182.8007811027712
n50_er_k4__uniform__piecewise_linear_constant__fermi__r0p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.4915685173761783,0.7025818468148176
n50_er_k4__uniform__piecewise_linear_constant__fermi__r0p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.008,1.392,0.8,0.1,0.1,0.3919999999997747,110.14229358885544,126.15865350155538
n50_er_k4__uniform__piecewise_linear_constant__fermi__r1p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.008,1.392,0.8,0.1,0.1,0.3919999999997747,123.79434107697038,133.81206395963682
n50_er_k4__uniform__piecewise_linear_constant__fermi__r1p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.008,1.392,0.8,0.1,0.1,0.3919999999997747,205.69874095939525,217.25577003156636
n50_er_k4__uniform__piecewise_linear_constant__fermi__r2p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.008,1.392,0.8,0.1,0.1,0.3919999999997747,284.64625977971957,252.76722353670846
n50_regular_d4__uniform__piecewise_linear_constant__fermi__r0p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.3012122997265627,0.4544307359794329
n50_regular_d4__uniform__piecewise_linear_constant__fermi__r0p75,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.0,0.0,0.0,0.0,0.0,0.0,7.854559159619977,2.1419044298856265
